,name,nick_name,fight_record,height,weight,reach,stance,DOB
908,Fernando Bettega,,7-5-0,--,170 lbs.,--,,"Mar 10, 1980"
909,Kajan Johnson,Ragin',23-14-1,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984"
910,Semmy Schilt,Hightower,26-14-1,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973"
911,Bryan Baker,The Beast,16-3-0,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985"
912,Frederick Brown,,3-2-0,"6' 0""",235 lbs.,--,,--
913,AJ Matthews,,6-1-0,"5' 11""",185 lbs.,--,,--
914,Vinicius Queiroz,Spartan,5-2-0,"6' 7""",220 lbs.,--,,"Aug 29, 1983"
915,Yusup Saadulaev,Maestro,8-1-1 (1 NC),"5' 6""",135 lbs.,--,,"Mar 31, 1985"
916,Luan Chagas,Tarzan,15-3-1,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993"
917,Benji Radach,Razor,21-7-0 (1 NC),"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979"
918,Justin Levens,The Executioner,9-8-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980"
919,Neal Ewing,,6-0-0,--,185 lbs.,--,,"Sep 30, 1985"
920,Manny Vazquez,,11-2-0,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993"
921,Andre Winner,,13-6-1,"5' 11""",155 lbs.,"73""",Orthodox,"Nov 09, 1981"
922,Russell Doane,,15-8-0,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986"
923,Emmanuel Yarborough,,1-2-0,"6' 8""",770 lbs.,--,Open Stance,"Sep 05, 1960"
924,David Barrios,,4-5-0,"5' 6""",145 lbs.,--,,--
925,Matt Horning,Horndog,20-25-0 (1 NC),"5' 4""",125 lbs.,--,,--
926,Gerald Strebendt,The Finishing Machine,9-7-0,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979"
927,Aaron Brink,,25-21-0 (1 NC),"6' 3""",205 lbs.,--,Orthodox,"Nov 12, 1974"
928,Joanne Calderwood,JoJo,13-3-0,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985"
929,Shelton Graves,The Gravedigger,7-3-0,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985"
930,Gary Frazier,,1-2-0,"6' 0""",245 lbs.,--,Orthodox,--
931,Amanda Lemos,Amandinha,6-1-1,"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987"
932,Mickey Gall,,5-1-0,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992"
933,Leonardo Morales,Chimy,5-2-0,"5' 8""",135 lbs.,"68""",Southpaw,"Dec 22, 1992"
934,Talita Bernardo,,6-3-0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987"
935,Kamal Shalorus,Prince of Persia,7-3-2,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972"
936,Neil Grove,Goliath,11-5-1,"6' 6""",265 lbs.,--,Orthodox,"Jan 18, 1971"
937,Kelly Faszholz,,3-2-0,"5' 8""",135 lbs.,"67""",Orthodox,"Apr 09, 1985"
938,Wilson Reis,,23-9-0,"5' 4""",125 lbs.,"65""",Southpaw,"Jan 06, 1985"
939,JP Buys,,4-1-0,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 30, 1996"
940,Hugh Pulley,,6-3-0,"6' 0""",155 lbs.,--,,--
941,KJ Noons,King,12-8-0 (1 NC),"5' 10""",155 lbs.,"72""",Orthodox,"Dec 07, 1982"
942,Shunichi Shimizu,Rolling Star,28-9-10 (1 NC),"5' 5""",135 lbs.,"66""",Orthodox,"Jan 31, 1985"
943,Marcus Brimage,The Bama Beast,7-5-0,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985"
944,Charon Spain,,6-7-0,"5' 9""",155 lbs.,--,,"Mar 11, 1988"
945,Craig White,The Thundercat,14-9-0,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990"
946,Sergio Pettis,The Phenom,17-5-0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 18, 1993"
947,Takeshi Yamazaki,,15-12-3,"5' 8""",139 lbs.,--,Southpaw,--
948,Allan Nascimento,Puro Osso,17-4-0,"5' 9""",125 lbs.,--,Orthodox,"Sep 11, 1991"
949,Eric Schwartz,,2-0-0,--,205 lbs.,--,,--
950,Josh Appelt,The Juggernaut,15-6-0,"5' 10""",255 lbs.,"73""",Southpaw,"Jun 19, 1983"
951,Tom DeBlass,,7-2-0,"6' 0""",185 lbs.,"75""",Orthodox,"May 14, 1982"
952,Masio Fullen,Lobo,10-6-0,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986"
953,Ericka Almeida,,7-2-0,"5' 6""",115 lbs.,"68""",,"Mar 05, 1989"
954,Alan Patrick,Nuguette,15-2-0,"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983"
955,Anthony Leone,,9-5-0,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987"
956,Alex Caceres,Bruce Leeroy,14-12-0 (1 NC),"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988"
957,Jeremiah Riggs,,7-5-0,"6' 0""",185 lbs.,--,,"Dec 17, 1982"
958,Cleber Luciano,,14-6-0,"5' 6""",155 lbs.,--,,--
959,Ilima Macfarlane,,6-0-0,"5' 4""",125 lbs.,--,,--
960,Kyle Noke,,22-10-1,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980"
961,Akira Kikuchi,,16-4-0,"5' 8""",155 lbs.,--,Orthodox,"Jul 23, 1978"
962,Edwin Figueroa,El Feroz,9-4-0,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984"
963,Justin McElfresh,,6-4-0,"6' 6""",205 lbs.,--,Orthodox,"Jan 04, 1980"
964,Maryna Moroz,Iron Lady,8-3-0,"5' 7""",115 lbs.,"67""",Orthodox,"Sep 08, 1991"
965,Rolando Dy,Dy Incredible,9-7-1 (1 NC),"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990"
966,Abdul Razak Alhassan,,10-1-0,"5' 10""",170 lbs.,"73""",Orthodox,"Aug 11, 1985"
967,Justin Frazier,The Grizzly Bear,11-3-0,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989"
968,Paul Kelly,,12-4-0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984"
969,Andy Uhrich,,6-3-0,"6' 0""",170 lbs.,--,,--
970,Masanori Kanehara,,25-13-5,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982"
971,Michael Mangan,,0-3-0,--,155 lbs.,--,,--
972,Kevin Jackson,,4-2-0,"5' 10""",199 lbs.,--,Switch,--
973,Chuck O'Neil,Cold Steel,9-4-0,"6' 2""",170 lbs.,--,,"Sep 22, 1985"
974,Felipe Arantes,Sertanejo,18-10-1 (2 NC),"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988"
975,George Sullivan,The Silencer,17-7-0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981"
976,Viviane Pereira,Sucuri,13-2-0,"5' 1""",115 lbs.,"63""",Orthodox,"Aug 28, 1993"
977,Antwain Britt,The Juggernaut,11-5-0,"6' 1""",205 lbs.,"77""",,"May 09, 1978"
978,Roman Salazar,El Gallito,9-4-0 (1 NC),"5' 7""",135 lbs.,"67""",Orthodox,"Feb 21, 1988"
979,Peggy Morgan,The Daywalker,2-1-0,"6' 1""",135 lbs.,"70""",,"Dec 16, 1979"
980,Antony Rea,Wild Thing,22-13-0,"6' 0""",205 lbs.,--,Orthodox,"Jul 15, 1976"
981,Miguel Linares,,2-4-0,--,--,--,,--
982,Jason McLean,,6-4-0,"5' 5""",145 lbs.,--,,--
983,Luis Gomez,Tiger Junior,4-1-0,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995"
984,Ednaldo Oliveira,Lula,13-2-1 (1 NC),"6' 5""",205 lbs.,"79""",Orthodox,"Feb 19, 1984"
985,Sokun Koh,,4-1-0,"6' 1""",205 lbs.,--,,--
986,Marko Damiani,,0-2-0,"6' 0""",170 lbs.,--,,--
987,Chad Leonhardt,The Boss,8-3-0,"6' 0""",170 lbs.,--,,"Feb 19, 1980"
988,Carl Malenko,,6-4-0,"5' 11""",200 lbs.,--,Orthodox,--
989,Dustin Pague,The Disciple,11-10-0,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987"
990,Frank Hamaker,,1-0-0,--,--,--,,--
991,Daichi Abe,,6-2-0,"5' 11""",170 lbs.,"71""",Orthodox,"Nov 27, 1991"
992,Oluwale Bamgbose,Holy War Angel,6-4-0,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987"
993,Colley  Bradford,,0-1-0,"5' 7""",145 lbs.,--,,--
994,Felipe Olivieri,,14-5-0 (1 NC),"5' 9""",155 lbs.,"72""",Orthodox,"Apr 12, 1985"
995,Philip Preece,,10-14-0,"5' 8""",205 lbs.,--,Orthodox,--
996,Koji Kitao,,1-2-0,"6' 7""",350 lbs.,--,Southpaw,"Oct 12, 1963"
997,Khalid Murtazaliev,,14-2-0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993"
998,Henry Corrales,,13-3-0,"5' 9""",145 lbs.,--,,--
999,Lissette Neri,,6-4-0,"5' 2""",145 lbs.,--,,"Aug 05, 1987"
1000,Vagner Rocha,Ceara,11-4-0,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 06, 1982"
1001,Cub Swanson,,25-10-0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983"
1002,Karl Willis,,0-4-0,--,--,--,,--
1003,Glover Teixeira,,28-7-0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
1004,Marcus LeVesseur,The Prospect,22-7-0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982"
1005,Dorian Price,,8-4-0,"6' 3""",170 lbs.,--,Southpaw,"Aug 20, 1977"
1006,Damien Brown,Beatdown,17-12-0,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984"
1007,Chuck Grigsby,The Reverend,19-8-0,"6' 6""",205 lbs.,--,Orthodox,--
1008,David Heath,,16-7-0,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976"
1009,Tae Hyun Bang,The Korean Cowboy,18-10-0,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983"
1010,Andy Anderson,The Hammer,0-1-0,"5' 6""",240 lbs.,--,,"Jul 16, 1974"
1011,Jean Francois Lenogue,,15-14-3,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972"
1012,Brodie Farber,,14-6-0,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980"
1013,Marcos Mariano,Dhalsim,6-5-0,"6' 1""",155 lbs.,--,Switch,"Oct 12, 1986"
1014,Louis Smolka,Da Last Samurai,15-5-0,"5' 9""",125 lbs.,"68""",Orthodox,"Jul 16, 1991"
1015,Tyler Hill,Zombie,8-1-0,"6' 3""",170 lbs.,"78""",Switch,"Aug 10, 1991"
1016,Sean Strickland,Tarzan,20-3-0,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991"
1017,Darren Stewart,The Dentist,9-4-0 (1 NC),"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990"
1018,Sean O'Connell,The Real OC,17-9-0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983"
1019,Antonio Silva,Bigfoot,19-10-1 (1 NC),"6' 4""",264 lbs.,"80""",Orthodox,"Sep 14, 1979"
1020,Chibwikem Onyenegecha-Palmer,,6-0-0,"6' 3""",185 lbs.,"76""",Orthodox,"Apr 18, 1994"
1021,Manny Bermudez,The Bermudez Triangle,14-0-0,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994"
1022,Shane del Rosario,,11-2-0,"6' 4""",250 lbs.,"79""",Southpaw,"Sep 23, 1983"
1023,Minotauro Nogueira,Minotauro,34-10-1 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976"
1024,Nicholas Sergiacomi,,1-1-0,--,170 lbs.,--,,--
1025,Makoto Takimoto,,6-5-0,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979"
1026,Joey Beltran,The Mexicutioner,15-9-0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981"
1027,Rob Broughton,The Bear,15-7-1,"6' 2""",265 lbs.,"74""",,"Mar 03, 1983"
1028,Scott Fiedler,,0-1-0,"6' 4""",235 lbs.,--,Orthodox,--
1029,Jonathan Santa Maria,,3-4-0,"5' 9""",125 lbs.,--,,--
1030,JP Felty,,1-2-0,--,170 lbs.,--,,"Apr 28, 1979"
1031,Muhammed Lawal,King Mo,9-1-0 (1 NC),"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981"
1032,Ryan Parker,,0-1-0,"6' 3""",235 lbs.,--,Southpaw,--
1033,Steve Jennum,,2-3-0,"5' 10""",215 lbs.,--,Orthodox,--
1034,Anthony Macias,Mad Dog,26-16-0,"5' 9""",185 lbs.,--,Switch,--
1035,Kailin Curran,,4-6-0,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991"
1036,Issei Tamura,,7-4-0,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984"
1037,Thaddeus Luster,,0-1-0,"6' 3""",210 lbs.,--,,--
1038,Christian Morecraft,,7-3-0,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986"
1039,Eddy Millis,,0-2-0,"6' 1""",185 lbs.,--,,--
1040,Marques Daniels,,5-5-0,--,155 lbs.,--,,--
1041,Nick Hein,Sergeant,14-4-0 (1 NC),"5' 6""",155 lbs.,"66""",Southpaw,"Apr 24, 1984"
1042,Louis Taylor,BeastMode,11-3-0,"5' 11""",185 lbs.,"74""",Orthodox,"May 12, 1979"
1043,Megumi Fujii,Mega Megu,26-3-0,"5' 3""",113 lbs.,--,,"Apr 26, 1974"
1044,Derek Campos,The Stallion,19-6-0,"5' 9""",155 lbs.,--,,"Apr 01, 1988"
1045,Josh Samman,Anqa,12-5-0,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988"
1046,Ron Fields,Killing,25-30-1,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974"
1047,Charlie Ontiveros,The American Bad Boy,8-5-0,"6' 2""",170 lbs.,--,,"Jul 04, 1991"
1048,Ryan Stonitsch,,8-1-0,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977"
1049,J.T Taylor,The Outlaw,7-7-0,"5' 10""",--,--,,--
1050,Maka Watson,,4-2-0,--,155 lbs.,--,,"Sep 22, 1984"
1051,Ewerton Teixeira,,3-1-0,"6' 1""",242 lbs.,--,,"Feb 13, 1982"
1052,Mike Rodriguez,Slo Mike,10-3-0,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988"
1053,Bart Palaszewski,Bartimus,35-17-0,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983"
1054,Nick Gonzalez,The Ghost,17-9-0 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Mar 03, 1981"
1055,Joachim Christensen,,14-6-0,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978"
1056,Chris Avila,,5-4-0,"5' 10""",145 lbs.,"72""",Orthodox,"Jan 16, 1993"
1057,Luis Ramos,Beicao,19-8-2,"5' 8""",170 lbs.,--,Orthodox,"Jan 18, 1981"
1058,Francisco France,Kiko,7-3-1,"6' 0""",205 lbs.,--,,"Jan 21, 1983"
1059,Marlon Moraes,Magic,22-5-1,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
1060,Jason Riley,The Juggernaut,9-6-0,"6' 6""",245 lbs.,--,,"Sep 22, 1975"
1061,Bojan Mihajlovic,,10-6-0,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980"
1062,Cathal Pendred,The Punisher,17-5-1,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987"
1063,Alexander Trevino,,5-2-0,--,170 lbs.,--,,--
1064,John Hosman,,18-8-1,"5' 10""",135 lbs.,--,Southpaw,"Nov 13, 1980"
1065,Bentley Syler,Dr. Bolivia,5-1-0,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 22, 1982"
1066,Justin Gaethje,The Highlight,19-2-0,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988"
1067,Lee Brousseau,Manimal,5-3-0,"6' 1""",205 lbs.,--,,"Oct 04, 1974"
1068,Cris Cyborg,Cyborg,20-2-0 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985"
1069,Ian Rammel,,4-3-0,"6' 0""",185 lbs.,--,,"Jul 22, 1985"
1070,Nick Sperling,,3-4-0,--,135 lbs.,--,,--
1071,Ismail Naurdiev,The Austrian Wonderboy,17-2-0,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996"
1072,Yan Xiaonan,Nine,10-1-0 (1 NC),"5' 5""",115 lbs.,"63""",Orthodox,"Jun 16, 1989"
1073,Jon Olav Einemo,The Viking,6-3-0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975"
1074,Dan O'Connor,Johnny Irish,6-6-0 (1 NC),"5' 4""",115 lbs.,--,,"Nov 17, 1982"
1075,Jong Won Kim,,0-1-0,"5' 7""",139 lbs.,--,Orthodox,--
1076,Lodune Sincaid,,15-9-0,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973"
1077,Julia Budd,,3-1-0,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983"
1078,Dan Evensen,The Viking,11-4-0,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974"
1079,Fabio Gurgel,,3-2-0,"6' 0""",205 lbs.,--,Orthodox,--
1080,Kamaru Usman,The Nigerian Nightmare,14-1-0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987"
1081,Will Campuzano,,13-6-0,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986"
1082,Razak Al-Hassan,,11-5-0,"6' 2""",205 lbs.,--,Orthodox,"May 14, 1982"
1083,Pablo Alfonso,The Hurricane,6-5-0,"5' 8""",145 lbs.,--,,"May 09, 1983"
1084,Melvin Manhoef,Marvelous,25-9-1 (1 NC),"5' 9""",185 lbs.,--,Orthodox,"May 11, 1976"
1085,Adam Wieczorek,Siwy,10-2-0,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992"
1086,Patrick Cummins,Durkin,10-6-0,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 16, 1980"
1087,Yana Kunitskaya,Foxy,11-4-0 (1 NC),"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989"
1088,Pat Miletich,The Croatian Sensation,29-7-2,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968"
1089,Shana Olsen,Rock Solid,4-2-0,"5' 7""",145 lbs.,--,,"Dec 17, 1980"
1090,Sean Holden,,5-2-0,"5' 10""",170 lbs.,--,,"Sep 17, 1984"
1091,Steve Bosse,The Boss,12-2-0,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981"
1092,Greg Hardy,Prince of War,3-1-0,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988"
1093,Dooho Choi,The Korean Superboy,14-3-0,"5' 10""",145 lbs.,"70""",Orthodox,"Apr 10, 1991"
1094,Jordan Bailey,,6-3-0,"5' 9""",145 lbs.,--,,--
1095,Chris Gutierrez,El Guapo,12-3-0 (1 NC),"5' 9""",135 lbs.,"69""",Orthodox,"Apr 22, 1991"
1096,Rony Jason,,15-7-0 (1 NC),"5' 7""",145 lbs.,"70""",Orthodox,"Mar 21, 1984"
1097,John Clarke,,1-1-0,--,170 lbs.,--,,"Aug 15, 1977"
1098,Fabio Maldonado,Caipira de Aco,22-9-0,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980"
1099,Juan Adams,The Kraken,5-0-0,"6' 5""",265 lbs.,"81""",Orthodox,"Jan 16, 1992"
1100,Alberto Crane,,15-5-0,"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976"
1101,Tommy Hayden,Wild Card,8-2-0,"5' 9""",145 lbs.,"72""",Southpaw,"Mar 11, 1986"
1102,Travis Wiuff,The Diesel,64-14-0 (1 NC),"6' 3""",205 lbs.,--,Orthodox,"Mar 15, 1978"
1103,Spencer Hearns,,1-0-0,"5' 11""",185 lbs.,--,,--
1104,Jesse Jones,,2-1-0,"5' 9""",170 lbs.,--,,--
1105,Chris Dempsey,,11-4-0,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987"
1106,Frank Caracci,,2-3-0,--,--,--,,--
1107,Lucas Martins,Mineiro,16-3-0,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988"
1108,Roberta Rovel,Crusher,4-1-0,"5' 8""",145 lbs.,--,,--
1109,Elias Urbina,,3-1-0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993"
1110,Frankie Perez,,10-4-0,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989"
1111,Seth Baczynski,The Polish Pistola,18-11-0,"6' 3""",170 lbs.,"74""",Orthodox,"Oct 26, 1981"
1112,Mike Moreno,El Palo Duro,6-5-0,"6' 0""",185 lbs.,--,,--
1113,Carla Esparza,Cookie Monster,14-6-0,"5' 1""",115 lbs.,"63""",,"Oct 10, 1987"
1114,Shane Howell,,13-9-0,"5' 8""",125 lbs.,"69""",Orthodox,"Nov 28, 1983"
1115,Emiliano Sordi,He-Man,16-6-0,"6' 2""",205 lbs.,--,Orthodox,"Feb 15, 1991"
1116,Ray Wizard,,0-1-0,--,--,--,,--
1117,Jimmy Wallhead,Judo,29-11-0,"5' 10""",170 lbs.,"73""",Orthodox,"Mar 14, 1984"
1118,Kimo Leopoldo,,10-7-1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968"
1119,Kyle Bolt,,8-4-0,"6' 2""",185 lbs.,--,,--
1120,Jimy Hettes,The Kid,11-3-0,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987"
1121,Michal Oleksiejczuk,Lord,12-2-0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995"
1122,Mitchell Sipe,The Sniper,4-1-0,"6' 2""",245 lbs.,--,Orthodox,"Apr 09, 1996"
1123,Joel Sutton,,2-4-1,"5' 11""",205 lbs.,--,Orthodox,--
1124,Richie Hightower,The Dirty Samurai,8-4-0 (1 NC),"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974"
1125,Leandro Issa,Brodinho,13-6-0,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 19, 1983"
1126,Roberto Traven,Spider,6-4-1,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968"
1127,Costas Philippou,,13-5-0 (1 NC),"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979"
1128,Hitomi Akano,Girlfight Monster,18-8-0,"5' 4""",135 lbs.,--,Southpaw,"Jul 27, 1974"
1129,Kenny Robertson,,15-5-0,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984"
1130,Drew Dober,,20-8-0 (1 NC),"5' 8""",170 lbs.,"70""",Southpaw,"Oct 19, 1988"
1131,Chris Jones,Lionheart,10-5-0,"5' 9""",149 lbs.,--,,"Nov 16, 1981"
1132,Charlie Brenneman,The Spaniard,19-8-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 09, 1981"
1133,Manvel Gamburyan,The Anvil,18-11-0 (1 NC),"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981"
1134,Alex Soto,Extremo,6-2-1,"5' 8""",135 lbs.,"71""",Southpaw,"Feb 15, 1984"
1135,Dominique Steele,Non-Stop Action-Packed,14-9-0,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988"
1136,Nobuhiro Obiya,,12-5-1,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981"
1137,Yoshiro Maeda,,28-12-2,"5' 7""",139 lbs.,"68""",Southpaw,"Oct 31, 1981"
1138,Eddie Mendez,,7-2-1 (1 NC),"5' 10""",185 lbs.,"76""",,"Jan 16, 1984"
1139,Leigh Remedios,Bulldog,17-9-2,"5' 7""",155 lbs.,--,Orthodox,"Jan 13, 1976"
1140,Donald Sanchez,,29-13-0,"5' 10""",145 lbs.,--,,"Aug 18, 1984"
1141,Gina Mazany,Danger,5-2-0,"5' 6""",135 lbs.,"68""",Southpaw,"Aug 19, 1988"
1142,Estefani Almeida,,7-2-0,"5' 4""",125 lbs.,--,Orthodox,"Oct 17, 1988"
1143,Jimmy Crute,The Brute,10-0-0,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996"
1144,Raymond Daniels,,0-1-0,"6' 2""",185 lbs.,--,Southpaw,--
1145,Trevor Smith,Hot Sauce,15-9-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981"
1146,Rafael Carino,,2-1-1,"6' 8""",245 lbs.,--,Orthodox,--
1147,Arjan Bhullar,,8-1-0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986"
1148,Aaron Rosa,,17-5-0,"6' 4""",205 lbs.,"78""",Orthodox,"May 28, 1983"
1149,Cory Walmsley,Hardcore,8-2-0,"6' 0""",205 lbs.,--,Orthodox,--
1150,Jonavin Webb,The Spyder,8-2-0 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"Apr 28, 1989"
1151,Rubens Xavier,Macula,5-3-0,"6' 3""",220 lbs.,--,Orthodox,--
1152,Billy Miles,The Kid,2-2-0,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978"
1153,Shungo Oyama,,10-13-0,"5' 11""",185 lbs.,--,Southpaw,"Apr 11, 1974"
1154,Maiara Amanajas dos Santos,,7-3-0,"5' 5""",115 lbs.,--,Southpaw,"Jul 11, 1987"
1155,Kazunori Yokota,,14-5-3,"5' 8""",154 lbs.,--,Orthodox,"Apr 03, 1978"
1156,Tony DeSouza,,10-4-0,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974"
1157,Jaime Alvarez,,6-1-0,"5' 8""",125 lbs.,"69""",Orthodox,"Mar 08, 1988"
1158,Ryuta Sakurai,,22-16-6,"5' 7""",183 lbs.,--,Orthodox,--
1159,Valmir Lazaro,Bidu,13-4-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985"
1160,Jonathan Brookins,,14-6-0,"6' 0""",145 lbs.,"73""",Southpaw,"Aug 13, 1985"
1161,Adam Khaliev,,6-0-0,"6' 0""",170 lbs.,--,Orthodox,"Apr 16, 1984"
1162,Vernon Ramos,,3-2-0,"5' 6""",170 lbs.,"72""",Orthodox,"Jun 03, 1992"
1163,Daniel Jolly,The Werewolf of Texas,5-2-0,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 03, 1984"
1164,Charlene Gellner,Princess,0-2-0,"5' 2""",125 lbs.,--,,--
1165,Carter Williams,The Beast,4-4-0,"6' 1""",265 lbs.,--,Orthodox,--
1166,Kevin Gray,Pocket Herc,9-4-0,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985"
1167,Alejandro Garcia,Alex,14-5-0 (1 NC),"5' 7""",145 lbs.,--,,--
1168,Josh Janousek,,8-1-0,"5' 11""",185 lbs.,"73""",Orthodox,"Sep 25, 1980"
1169,Lazar Stojadinovic,The Bronx Bomber,12-5-0,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989"
