,fighter_1,fighter_2,end_round,end_time,winner,url,date,f1_r1_kds,f1_r1_sigstrikes_l,f1_r1_sigstrikes_a,f1_r1_strikes_l,f1_r1_strikes_a,f1_r1_tds_l,f1_r1_tds_a,f1_r1_subs_a,f1_r1_passes,f1_r1_revs,f1_r1_ss_head_l,f1_r1_ss_head_a,f1_r1_ss_body_l,f1_r1_ss_body_a,f1_r1_ss_leg_l,f1_r1_ss_leg_a,f1_r1_ss_dist_l,f1_r1_ss_dist_a,f1_r1_ss_clinch_l,f1_r1_ss_clinch_a,f1_r1_ss_ground_l,f1_r1_ss_ground_a,f2_r1_kds,f2_r1_sigstrikes_l,f2_r1_sigstrikes_a,f2_r1_strikes_l,f2_r1_strikes_a,f2_r1_tds_l,f2_r1_tds_a,f2_r1_subs_a,f2_r1_passes,f2_r1_revs,f2_r1_ss_head_l,f2_r1_ss_head_a,f2_r1_ss_body_l,f2_r1_ss_body_a,f2_r1_ss_leg_l,f2_r1_ss_leg_a,f2_r1_ss_dist_l,f2_r1_ss_dist_a,f2_r1_ss_clinch_l,f2_r1_ss_clinch_a,f2_r1_ss_ground_l,f2_r1_ss_ground_a,f1_r2_kds,f1_r2_sigstrikes_l,f1_r2_sigstrikes_a,f1_r2_strikes_l,f1_r2_strikes_a,f1_r2_tds_l,f1_r2_tds_a,f1_r2_subs_a,f1_r2_passes,f1_r2_revs,f1_r2_ss_head_l,f1_r2_ss_head_a,f1_r2_ss_body_l,f1_r2_ss_body_a,f1_r2_ss_leg_l,f1_r2_ss_leg_a,f1_r2_ss_dist_l,f1_r2_ss_dist_a,f1_r2_ss_clinch_l,f1_r2_ss_clinch_a,f1_r2_ss_ground_l,f1_r2_ss_ground_a,f2_r2_kds,f2_r2_sigstrikes_l,f2_r2_sigstrikes_a,f2_r2_strikes_l,f2_r2_strikes_a,f2_r2_tds_l,f2_r2_tds_a,f2_r2_subs_a,f2_r2_passes,f2_r2_revs,f2_r2_ss_head_l,f2_r2_ss_head_a,f2_r2_ss_body_l,f2_r2_ss_body_a,f2_r2_ss_leg_l,f2_r2_ss_leg_a,f2_r2_ss_dist_l,f2_r2_ss_dist_a,f2_r2_ss_clinch_l,f2_r2_ss_clinch_a,f2_r2_ss_ground_l,f2_r2_ss_ground_a,f1_r3_kds,f1_r3_sigstrikes_l,f1_r3_sigstrikes_a,f1_r3_strikes_l,f1_r3_strikes_a,f1_r3_tds_l,f1_r3_tds_a,f1_r3_subs_a,f1_r3_passes,f1_r3_revs,f1_r3_ss_head_l,f1_r3_ss_head_a,f1_r3_ss_body_l,f1_r3_ss_body_a,f1_r3_ss_leg_l,f1_r3_ss_leg_a,f1_r3_ss_dist_l,f1_r3_ss_dist_a,f1_r3_ss_clinch_l,f1_r3_ss_clinch_a,f1_r3_ss_ground_l,f1_r3_ss_ground_a,f2_r3_kds,f2_r3_sigstrikes_l,f2_r3_sigstrikes_a,f2_r3_strikes_l,f2_r3_strikes_a,f2_r3_tds_l,f2_r3_tds_a,f2_r3_subs_a,f2_r3_passes,f2_r3_revs,f2_r3_ss_head_l,f2_r3_ss_head_a,f2_r3_ss_body_l,f2_r3_ss_body_a,f2_r3_ss_leg_l,f2_r3_ss_leg_a,f2_r3_ss_dist_l,f2_r3_ss_dist_a,f2_r3_ss_clinch_l,f2_r3_ss_clinch_a,f2_r3_ss_ground_l,f2_r3_ss_ground_a,f1_r4_kds,f1_r4_sigstrikes_l,f1_r4_sigstrikes_a,f1_r4_strikes_l,f1_r4_strikes_a,f1_r4_tds_l,f1_r4_tds_a,f1_r4_subs_a,f1_r4_passes,f1_r4_revs,f1_r4_ss_head_l,f1_r4_ss_head_a,f1_r4_ss_body_l,f1_r4_ss_body_a,f1_r4_ss_leg_l,f1_r4_ss_leg_a,f1_r4_ss_dist_l,f1_r4_ss_dist_a,f1_r4_ss_clinch_l,f1_r4_ss_clinch_a,f1_r4_ss_ground_l,f1_r4_ss_ground_a,f2_r4_kds,f2_r4_sigstrikes_l,f2_r4_sigstrikes_a,f2_r4_strikes_l,f2_r4_strikes_a,f2_r4_tds_l,f2_r4_tds_a,f2_r4_subs_a,f2_r4_passes,f2_r4_revs,f2_r4_ss_head_l,f2_r4_ss_head_a,f2_r4_ss_body_l,f2_r4_ss_body_a,f2_r4_ss_leg_l,f2_r4_ss_leg_a,f2_r4_ss_dist_l,f2_r4_ss_dist_a,f2_r4_ss_clinch_l,f2_r4_ss_clinch_a,f2_r4_ss_ground_l,f2_r4_ss_ground_a,f1_r5_kds,f1_r5_sigstrikes_l,f1_r5_sigstrikes_a,f1_r5_strikes_l,f1_r5_strikes_a,f1_r5_tds_l,f1_r5_tds_a,f1_r5_subs_a,f1_r5_passes,f1_r5_revs,f1_r5_ss_head_l,f1_r5_ss_head_a,f1_r5_ss_body_l,f1_r5_ss_body_a,f1_r5_ss_leg_l,f1_r5_ss_leg_a,f1_r5_ss_dist_l,f1_r5_ss_dist_a,f1_r5_ss_clinch_l,f1_r5_ss_clinch_a,f1_r5_ss_ground_l,f1_r5_ss_ground_a,f2_r5_kds,f2_r5_sigstrikes_l,f2_r5_sigstrikes_a,f2_r5_strikes_l,f2_r5_strikes_a,f2_r5_tds_l,f2_r5_tds_a,f2_r5_subs_a,f2_r5_passes,f2_r5_revs,f2_r5_ss_head_l,f2_r5_ss_head_a,f2_r5_ss_body_l,f2_r5_ss_body_a,f2_r5_ss_leg_l,f2_r5_ss_leg_a,f2_r5_ss_dist_l,f2_r5_ss_dist_a,f2_r5_ss_clinch_l,f2_r5_ss_clinch_a,f2_r5_ss_ground_l,f2_r5_ss_ground_a
2642,"Norman Parke ""Stormin'""",Kazuki Tokudome,3,5:00,"Norman Parke ""Stormin'""",http://ufcstats.com/fight-details/86bbe429ae27d913,2013-07-06,0,21,35,24,38,0,3,0,2,1,10,22,4,5,7,8,18,32,2,2,1,1,0,13,39,21,50,0,1,0,0,0,10,22,4,5,7,8,18,32,2,2,1,1,0,21,35,24,38,0,3,0,2,1,5,31,0,0,8,8,13,39,0,0,0,0,0,20,49,23,54,0,2,0,0,0,29,48,3,4,1,3,30,52,3,3,0,0,0,33,55,36,58,2,2,0,1,0,14,43,2,2,4,4,19,47,1,2,0,0,0,10,40,15,45,1,2,0,0,0,11,35,2,2,1,1,12,36,1,1,1,1,0,14,38,17,41,0,8,0,0,0,7,36,2,3,1,1,8,36,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,"Gabriel Gonzaga ""Napao""",Dave Herman,1,0:17,"Gabriel Gonzaga ""Napao""",http://ufcstats.com/fight-details/c5de5c3633a0bfce,2013-07-06,1,3,3,5,5,0,0,0,1,0,3,3,0,0,0,0,1,1,0,0,2,2,0,3,3,3,3,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,2,2,1,3,3,5,5,0,0,0,1,0,0,0,2,2,1,1,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,"Edson Barboza ""Junior""","Rafaello Oliveira ""Tractor""",2,1:44,"Edson Barboza ""Junior""",http://ufcstats.com/fight-details/005723fb99440272,2013-07-06,0,37,71,37,71,0,0,0,0,0,7,32,15,19,15,20,37,71,0,0,0,0,0,15,33,15,33,0,4,0,0,0,7,32,15,19,15,20,37,71,0,0,0,0,0,37,71,37,71,0,0,0,0,0,10,26,5,7,0,0,15,33,0,0,0,0,0,4,9,4,9,0,1,0,0,0,2,8,2,2,8,8,12,18,0,0,0,0,1,12,18,12,18,0,0,0,0,0,3,7,1,2,0,0,4,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,"Seth Baczynski ""The Polish Pistola""",Brian Melancon,1,4:59,"Seth Baczynski ""The Polish Pistola""",http://ufcstats.com/fight-details/faca931257ad2e92,2013-07-06,0,13,54,14,55,0,1,0,0,0,8,47,1,3,4,4,11,52,2,2,0,0,1,24,42,30,48,1,1,0,1,0,8,47,1,3,4,4,11,52,2,2,0,0,0,13,54,14,55,0,1,0,0,0,17,34,3,4,4,4,14,28,0,0,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,Mike Pierce,"David Mitchell ""Daudi""",2,2:55,Mike Pierce,http://ufcstats.com/fight-details/a7cc5dc1a5c1e643,2013-07-06,0,8,16,10,18,0,3,0,0,0,3,10,3,4,2,2,2,7,6,9,0,0,0,10,26,55,71,0,0,0,0,0,3,10,3,4,2,2,2,7,6,9,0,0,0,8,16,10,18,0,3,0,0,0,0,15,10,11,0,0,0,10,10,16,0,0,0,7,18,26,39,0,0,0,0,0,8,24,1,1,0,0,2,10,3,7,4,8,1,9,25,15,31,0,1,0,0,0,0,10,7,8,0,0,0,8,7,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,"Rashad Evans ""Suga""","Dan Henderson ""Hendo""",3,5:00,"Rashad Evans ""Suga""",http://ufcstats.com/fight-details/c8ec6fd9aa2dcc23,2013-06-15,0,5,24,10,29,0,3,0,0,0,5,23,0,1,0,0,5,19,0,5,0,0,0,10,30,13,33,0,0,0,0,0,5,23,0,1,0,0,5,19,0,5,0,0,0,5,24,10,29,0,3,0,0,0,8,27,2,3,0,0,6,24,3,5,1,1,0,12,33,15,36,0,0,0,0,0,10,21,2,3,1,1,10,21,3,4,0,0,0,13,25,17,29,0,3,0,0,0,8,29,3,3,1,1,4,25,8,8,0,0,0,18,28,25,35,0,0,0,0,0,17,33,3,4,1,1,17,30,4,8,0,0,0,21,38,39,58,0,2,0,0,0,8,18,8,8,2,2,9,18,9,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,"Roy Nelson ""Big Country""",Stipe Miocic,3,5:00,"Roy Nelson ""Big Country""",http://ufcstats.com/fight-details/a4daf2f24acdcd43,2013-06-15,0,10,46,12,48,0,1,0,0,0,7,42,1,2,2,2,10,46,0,0,0,0,0,32,64,39,73,0,2,0,0,0,7,42,1,2,2,2,10,46,0,0,0,0,0,10,46,12,48,0,1,0,0,0,26,58,2,2,4,4,16,44,15,19,1,1,0,39,58,46,65,0,3,0,0,0,7,32,0,1,1,1,7,30,1,4,0,0,0,8,34,8,34,0,0,0,0,0,33,52,1,1,5,5,34,53,5,5,0,0,0,35,50,44,59,1,3,0,0,0,5,46,0,1,0,0,5,47,0,0,0,0,0,5,47,5,48,0,0,0,0,0,31,46,0,0,4,4,31,44,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,"Ryan Jimmo ""The Big Deal""","Igor Pokrajac ""The Duke""",3,5:00,"Ryan Jimmo ""The Big Deal""",http://ufcstats.com/fight-details/44ca8997a3e5cda8,2013-06-15,0,36,47,43,54,0,1,0,0,0,8,19,10,10,18,18,13,24,23,23,0,0,0,7,27,11,31,0,3,0,0,0,8,19,10,10,18,18,13,24,23,23,0,0,0,36,47,43,54,0,1,0,0,0,3,23,3,3,1,1,3,23,4,4,0,0,0,1,5,15,19,0,0,0,0,0,11,16,1,1,3,3,4,6,1,1,10,13,1,15,20,44,52,1,1,0,1,0,1,5,0,0,0,0,0,4,1,1,0,0,0,4,8,11,15,0,1,1,0,0,7,9,4,4,3,3,5,6,5,5,4,5,0,14,16,37,44,0,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,Alexis Davis,"Rosi Sexton ""The Surgeon""",3,5:00,Alexis Davis,http://ufcstats.com/fight-details/4912788e449ce79a,2013-06-15,0,16,32,20,36,0,2,2,0,0,10,25,4,5,2,2,7,21,9,11,0,0,0,14,27,51,74,0,1,0,0,0,10,25,4,5,2,2,7,21,9,11,0,0,0,16,32,20,36,0,2,2,0,0,13,26,0,0,1,1,7,19,0,1,7,7,0,6,6,20,25,1,1,0,1,0,10,15,3,3,1,1,2,4,2,2,10,13,0,14,19,99,132,0,0,1,1,1,6,6,0,0,0,0,6,6,0,0,0,0,0,14,28,44,59,0,0,0,0,1,13,21,1,1,0,0,14,22,0,0,0,0,0,14,22,42,55,0,1,0,1,1,12,26,2,2,0,0,11,25,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,"Pat Barry ""HD""","Shawn Jordan ""The Savage""",1,0:59,"Pat Barry ""HD""",http://ufcstats.com/fight-details/27ff1bfeb2d50b38,2013-06-15,0,2,3,2,3,0,0,0,0,0,1,2,0,0,1,1,2,3,0,0,0,0,1,10,15,16,22,0,0,0,0,0,1,2,0,0,1,1,2,3,0,0,0,0,0,2,3,2,3,0,0,0,0,0,10,15,0,0,0,0,6,11,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,Jake Shields,"Tyron Woodley ""The Chosen One""",3,5:00,Jake Shields,http://ufcstats.com/fight-details/43d1693f0198a93e,2013-06-15,0,38,93,48,103,0,4,0,0,0,0,37,19,31,19,25,14,57,24,36,0,0,0,17,27,31,41,0,0,0,0,0,0,37,19,31,19,25,14,57,24,36,0,0,0,38,93,48,103,0,4,0,0,0,3,13,13,13,1,1,6,16,11,11,0,0,0,18,24,22,28,0,0,0,0,0,1,23,13,22,5,8,6,32,13,21,0,0,0,19,53,43,80,0,7,0,0,0,3,8,10,11,5,5,9,15,9,9,0,0,0,25,43,44,62,0,0,0,0,0,5,32,17,27,3,6,13,42,12,23,0,0,0,25,65,41,84,0,7,0,0,0,5,21,18,19,2,3,7,22,18,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,"Sam Stout ""Hands of Stone""","James Krause ""The""",3,4:47,"Sam Stout ""Hands of Stone""",http://ufcstats.com/fight-details/63af858a04c1ad79,2013-06-15,0,21,52,25,56,1,1,0,0,0,8,35,3,6,10,11,19,50,2,2,0,0,0,30,60,39,71,0,0,0,0,1,8,35,3,6,10,11,19,50,2,2,0,0,0,21,52,25,56,1,1,0,0,0,20,49,5,5,5,6,25,54,4,5,1,1,0,25,57,30,62,1,2,0,0,0,10,57,7,12,9,12,21,71,0,0,5,10,0,26,81,30,85,0,0,0,0,0,16,44,5,8,4,5,25,53,0,0,0,4,0,41,71,41,71,0,0,1,0,0,6,63,8,14,12,16,26,92,0,1,0,0,0,26,93,26,93,1,1,0,0,0,32,60,3,4,6,7,41,71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,"Sean Pierson ""The Punisher""",Kenny Robertson,3,5:00,"Sean Pierson ""The Punisher""",http://ufcstats.com/fight-details/177c1956907ed687,2013-06-15,0,17,38,20,41,0,0,0,0,0,14,34,1,2,2,2,13,33,3,3,1,2,0,19,43,24,51,1,5,0,1,0,14,34,1,2,2,2,13,33,3,3,1,2,0,17,38,20,41,0,0,0,0,0,11,33,3,5,5,5,16,34,1,3,2,6,0,25,48,32,61,0,1,0,1,0,16,43,1,1,0,0,14,38,0,0,3,6,0,17,44,36,68,0,0,0,0,0,17,39,5,6,3,3,20,34,1,2,4,12,0,21,28,83,106,0,0,0,1,0,2,10,0,0,0,0,2,9,0,0,0,1,0,2,10,2,10,0,1,0,0,1,19,26,2,2,0,0,13,19,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,Roland Delorme,"Edwin Figueroa ""El Feroz""",3,5:00,Roland Delorme,http://ufcstats.com/fight-details/8b08b73f16ff7b3b,2013-06-15,0,12,22,36,52,1,2,2,3,0,12,22,0,0,0,0,0,3,0,0,12,19,0,6,20,8,22,0,0,0,0,0,12,22,0,0,0,0,0,3,0,0,12,19,0,12,22,36,52,1,2,2,3,0,6,20,0,0,0,0,1,3,0,1,5,16,0,8,20,20,34,0,0,2,1,1,4,7,0,0,0,0,0,2,0,0,4,5,0,4,7,19,26,2,4,0,4,0,8,20,0,0,0,0,0,3,0,0,8,17,0,28,49,32,53,0,0,0,1,1,6,15,0,1,0,0,4,13,1,1,1,2,0,6,16,10,22,3,5,0,4,0,28,49,0,0,0,0,12,25,0,2,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,"Mitch Clarke ""Danger Zone""","John Maguire ""The One""",3,5:00,"Mitch Clarke ""Danger Zone""",http://ufcstats.com/fight-details/5deeecb6aaa5dfd1,2013-06-15,0,19,53,42,77,0,0,0,0,0,6,28,2,5,11,20,14,47,5,6,0,0,0,6,22,13,29,0,2,0,0,0,6,28,2,5,11,20,14,47,5,6,0,0,0,19,53,42,77,0,0,0,0,0,5,21,1,1,0,0,5,21,1,1,0,0,0,6,12,42,48,2,2,0,1,0,4,11,1,5,8,9,10,22,3,3,0,0,0,13,25,34,47,0,1,0,0,0,5,11,1,1,0,0,2,6,1,1,3,5,0,3,7,11,18,1,3,0,1,0,6,19,2,2,1,6,2,11,3,6,4,10,0,9,27,42,64,0,0,0,1,1,1,5,2,2,0,0,1,3,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,"Yves Jabouin ""Tiger""","Dustin Pague ""The Disciple""",3,5:00,"Yves Jabouin ""Tiger""",http://ufcstats.com/fight-details/19828eb12f6d41a8,2013-06-15,0,7,10,28,36,0,0,0,1,1,5,8,1,1,1,1,2,4,0,0,5,6,0,2,2,6,6,0,0,5,1,1,5,8,1,1,1,1,2,4,0,0,5,6,0,7,10,28,36,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,0,10,12,33,43,1,1,1,4,0,6,8,1,1,1,1,3,5,2,2,3,3,0,8,10,10,14,0,0,0,0,1,6,7,3,3,1,2,4,6,3,3,3,3,0,3,4,12,14,0,1,1,1,0,4,7,1,2,0,0,1,4,0,0,4,5,0,5,9,16,24,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,"Minotauro Nogueira ""Minotauro""","Fabricio Werdum ""Vai Cavalo""",2,2:41,"Minotauro Nogueira ""Minotauro""",http://ufcstats.com/fight-details/8857bf28823b1b2d,2013-06-08,0,11,29,36,55,0,1,0,0,0,9,26,1,2,1,1,5,21,6,8,0,0,0,19,22,40,44,1,2,0,2,0,9,26,1,2,1,1,5,21,6,8,0,0,0,11,29,36,55,0,1,0,0,0,11,14,2,2,6,6,9,12,6,6,4,4,0,13,15,14,16,0,0,1,3,0,3,11,0,0,0,0,1,9,2,2,0,0,0,3,11,10,19,0,0,0,0,0,7,9,0,0,6,6,11,13,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,"William Patolino ""Patolino""","Leonardo Santos ""Nenhum""",2,4:43,"William Patolino ""Patolino""",http://ufcstats.com/fight-details/bd9100f5d4ee6823,2013-06-08,0,21,34,24,37,1,3,0,0,0,12,25,4,4,5,5,5,11,6,6,10,17,0,3,11,4,13,0,3,0,0,0,12,25,4,4,5,5,5,11,6,6,10,17,0,21,34,24,37,1,3,0,0,0,2,9,0,1,1,1,3,11,0,0,0,0,0,19,35,30,50,1,4,1,2,0,10,19,3,3,1,1,9,17,4,5,1,1,0,14,23,21,30,1,1,0,0,0,14,30,4,4,1,1,14,28,2,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,Thiago Silva,"Rafael Feijao ""Feijao""",1,4:29,Thiago Silva,http://ufcstats.com/fight-details/2692ac9853970e08,2013-06-08,1,37,75,37,75,0,0,0,0,0,23,57,4,8,10,10,35,73,0,0,2,2,0,24,61,24,61,0,0,0,0,0,23,57,4,8,10,10,35,73,0,0,2,2,1,37,75,37,75,0,0,0,0,0,20,54,3,6,1,1,23,60,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,"Erick Silva ""The Tiger""","Jason High ""The Kansas City Bandit""",1,1:11,"Erick Silva ""The Tiger""",http://ufcstats.com/fight-details/0e272af30a23e09b,2013-06-08,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,0,1,0,1,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,Daniel Sarafian,Eddie Mendez,1,2:20,Daniel Sarafian,http://ufcstats.com/fight-details/8c1787fe568f1ca6,2013-06-08,0,8,9,19,20,1,1,1,2,0,5,6,3,3,0,0,8,9,0,0,0,0,0,4,12,5,13,0,0,0,0,0,5,6,3,3,0,0,8,9,0,0,0,0,0,8,9,19,20,1,1,1,2,0,3,10,0,1,1,1,4,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,Rony Jason,"Mike Wilkinson ""The Warrior""",1,1:24,Rony Jason,http://ufcstats.com/fight-details/c25c2000aa99832c,2013-06-08,0,7,8,12,13,0,0,1,0,0,7,8,0,0,0,0,2,3,0,0,5,5,0,4,4,11,12,1,1,0,0,0,7,8,0,0,0,0,2,3,0,0,5,5,0,7,8,12,13,0,0,1,0,0,3,3,1,1,0,0,1,1,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,Raphael Assuncao,Vaughan Lee,2,1:51,Raphael Assuncao,http://ufcstats.com/fight-details/f5ebfe526cf409e8,2013-06-08,0,15,46,25,57,2,3,0,3,0,8,34,5,5,2,7,4,28,0,3,11,15,0,10,20,24,34,0,0,0,0,0,8,34,5,5,2,7,4,28,0,3,11,15,0,15,46,25,57,2,3,0,3,0,2,12,2,2,6,6,8,17,2,3,0,0,0,4,7,4,7,0,1,0,0,0,2,6,0,2,0,0,2,8,0,0,0,0,0,2,8,2,8,1,2,1,2,0,1,3,2,3,1,1,2,5,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,Godofredo Pepey,"Felipe Arantes ""Sertanejo""",1,3:32,Godofredo Pepey,http://ufcstats.com/fight-details/d03618c86d395b43,2013-06-08,0,4,13,24,33,1,2,0,2,1,4,13,0,0,0,0,1,3,0,0,3,10,0,27,35,35,45,0,0,0,0,2,4,13,0,0,0,0,1,3,0,0,3,10,0,4,13,24,33,1,2,0,2,1,26,34,1,1,0,0,1,1,0,0,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,"Ildemar Alcantara ""Marajo""","Leandro Silva ""Buscape""",3,5:00,"Ildemar Alcantara ""Marajo""",http://ufcstats.com/fight-details/b6d027c60f879e4a,2013-06-08,0,8,20,22,38,1,1,0,0,0,3,15,5,5,0,0,6,17,1,2,1,1,0,5,9,15,19,0,2,0,0,0,3,15,5,5,0,0,6,17,1,2,1,1,0,8,20,22,38,1,1,0,0,0,2,6,0,0,3,3,5,9,0,0,0,0,0,19,35,19,35,0,1,0,0,0,8,41,4,4,1,1,13,46,0,0,0,0,0,13,46,13,46,0,0,0,0,0,7,15,3,9,9,11,19,35,0,0,0,0,0,26,43,29,46,0,3,0,0,0,6,33,5,5,1,1,11,36,1,1,0,2,0,12,39,21,50,2,2,0,0,0,10,25,3,4,13,14,25,42,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Rodrigo Damm,"Mizuto Hirota ""Pugnus""",3,5:00,Rodrigo Damm,http://ufcstats.com/fight-details/291bebbbf4f9128f,2013-06-08,0,19,41,20,42,1,3,0,0,0,11,30,4,6,4,5,18,40,1,1,0,0,0,26,43,37,56,0,0,0,0,0,11,30,4,6,4,5,18,40,1,1,0,0,0,19,41,20,42,1,3,0,0,0,15,30,9,11,2,2,24,41,2,2,0,0,0,40,77,40,77,0,0,0,0,0,20,54,3,4,4,7,27,65,0,0,0,0,0,27,65,27,65,0,1,0,0,0,24,60,9,9,7,8,40,77,0,0,0,0,0,36,79,36,79,0,1,0,0,0,20,44,5,7,5,5,30,56,0,0,0,0,0,30,56,30,56,1,3,0,0,0,21,63,14,15,1,1,36,79,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
